tube_code,species_reported,Collection,Vitek,BMD,MALDI_report,MALDI_spot,MALDI_Hit_1,Read_loc,vitek_performed,loc_performed,read_1,read_2,R1_path,R2_path,AnalyteId,spot_dir,ProjectUid,ST
AH19F006,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,E10,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F006_S154_L002_R1_001.fastq.gz,AH19F006_S154_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F006_S154_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F006_S154_L002_R2_001.fastq.gz,19-153-1569,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/eabac30f-31c9-4a48-af1d-07a84fe03468/0_E10,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,131
AH19F020,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,E11,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F020_S155_L002_R1_001.fastq.gz,AH19F020_S155_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F020_S155_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F020_S155_L002_R2_001.fastq.gz,19-157-2613,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/931cae62-2172-418d-a10a-e0171a263295/0_E11,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,697
AH19F021,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,E12,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F021_S156_L002_R1_001.fastq.gz,AH19F021_S156_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F021_S156_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F021_S156_L002_R2_001.fastq.gz,19-157-2636,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/681b065f-c5fd-4f3b-b927-0bdf17b2ea55/0_E12,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,569
AH19F023,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,F1,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F023_S157_L002_R1_001.fastq.gz,AH19F023_S157_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F023_S157_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F023_S157_L002_R2_001.fastq.gz,19-158-1144,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/a5b07f3b-ded3-4920-b3e2-735f822fc818/0_F1,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,10
AH19F050,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,F2,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F050_S158_L002_R1_001.fastq.gz,AH19F050_S158_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F050_S158_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F050_S158_L002_R2_001.fastq.gz,19-168-2697,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/56687647-4490-44dd-a605-5447ffae3bd5/0_F2,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,421
AH19F052,Escherichia coli,Oct18_Sep21,No,No,211111-1138-1011022398,F3,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,No,0,AH19F052_S159_L002_R1_001.fastq.gz,AH19F052_S159_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F052_S159_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F052_S159_L002_R2_001.fastq.gz,19-169-0115,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/f7348ddb-e6c6-433a-9115-5fc8acf65894/0_F3,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,648
AH19F058,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,F4,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F058_S160_L002_R1_001.fastq.gz,AH19F058_S160_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F058_S160_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F058_S160_L002_R2_001.fastq.gz,19-171-2187,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/611190ce-7b1e-45e3-ad7a-ed23698c6e14/0_F4,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,1326
AH19F060,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,F5,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F060_S161_L002_R1_001.fastq.gz,AH19F060_S161_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F060_S161_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F060_S161_L002_R2_001.fastq.gz,19-172-1938,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/dde4432e-6fdd-4603-aefc-7e78940467db/0_F5,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,131
AH19F066,Escherichia coli,Oct18_Sep21,Yes Updated,No,211111-1138-1011022398,F6,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F066_S162_L002_R1_001.fastq.gz,AH19F066_S162_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F066_S162_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F066_S162_L002_R2_001.fastq.gz,19-175-0981,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/1f434383-0ff2-4da3-92d8-03fa70cb92b2/0_F6,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,73
AH19F069,Escherichia coli,Oct18_Sep21,Yes Updated,No,211111-1138-1011022398,F7,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F069_S163_L002_R1_001.fastq.gz,AH19F069_S163_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F069_S163_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F069_S163_L002_R2_001.fastq.gz,19-177-0397,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/c908e16e-3a7e-43ba-829e-5f5d3a4be011/0_F7,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,73
AH19F081,Escherichia coli,Oct18_Sep21,No,No,211111-1138-1011022398,F10,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,No,0,AH19F081_S166_L002_R1_001.fastq.gz,AH19F081_S166_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F081_S166_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F081_S166_L002_R2_001.fastq.gz,19-179-1361,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/c9d63d7b-b5fc-4d5d-a3ee-5b4754e0e4b9/0_F10,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,73
AH19F076,Escherichia coli,Oct18_Sep21,No,No,211111-1138-1011022398,F8,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,No,0,AH19F076_S164_L002_R1_001.fastq.gz,AH19F076_S164_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F076_S164_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F076_S164_L002_R2_001.fastq.gz,19-180-0833,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/95f6f730-d336-44d6-9148-7b642733cbc9/0_F8,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,127
AH19F077,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,F9,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F077_S165_L002_R1_001.fastq.gz,AH19F077_S165_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F077_S165_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F077_S165_L002_R2_001.fastq.gz,19-180-1117,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/1abe6812-005a-4156-8693-6cc78f758212/0_F9,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,95
AH19F084,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,F11,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19F084_S167_L002_R1_001.fastq.gz,AH19F084_S167_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F084_S167_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19F084_S167_L002_R2_001.fastq.gz,19-180-1249,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/8f9d7f95-0b40-4276-8ae9-03a6162143f4/0_F11,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,648
AH19G009,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,F12,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G009_S168_L002_R1_001.fastq.gz,AH19G009_S168_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G009_S168_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G009_S168_L002_R2_001.fastq.gz,19-184-2800,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/e880fd6e-3941-4ee7-8e76-7298ec02298f/0_F12,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,73
AH19G012,Escherichia coli,Oct18_Sep21,Yes Updated,No,211111-1138-1011022398,G1,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G012_S169_L002_R1_001.fastq.gz,AH19G012_S169_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G012_S169_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G012_S169_L002_R2_001.fastq.gz,19-185-1238,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/199034ba-39a8-472f-9cd9-601748cec864/0_G1,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,69
AH19G013,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G2,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G013_S170_L002_R1_001.fastq.gz,AH19G013_S170_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G013_S170_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G013_S170_L002_R2_001.fastq.gz,19-185-2021,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/75649ffb-d2b0-4d0c-a1dd-302f8bee17be/0_G2,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,80
AH19G015,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G3,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G015_S171_L002_R1_001.fastq.gz,AH19G015_S171_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G015_S171_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G015_S171_L002_R2_001.fastq.gz,19-186-0320,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/d4c7cfa1-8b04-4074-aafc-3c5eb8d67a63/0_G3,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,95
AH19G026,Escherichia coli,Oct18_Sep21,No,No,211111-1138-1011022398,G5,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,No,0,AH19G026_S173_L002_R1_001.fastq.gz,AH19G026_S173_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G026_S173_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G026_S173_L002_R2_001.fastq.gz,19-188-1776,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/d4605c38-825f-449e-a974-5c60fa280210/0_G5,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,372
AH19G037,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G6,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G037_S174_L002_R1_001.fastq.gz,AH19G037_S174_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G037_S174_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G037_S174_L002_R2_001.fastq.gz,19-193-2085,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/a003c95e-2eac-4da2-ae23-64d0d5927f1f/0_G6,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,73
AH19G043,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G7,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G043_S175_L002_R1_001.fastq.gz,AH19G043_S175_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G043_S175_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G043_S175_L002_R2_001.fastq.gz,19-195-1608,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/67c6b2ef-f9c3-4fc8-9858-3ed2184997ab/0_G7,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,95
AH19G045,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G8,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G045_S176_L002_R1_001.fastq.gz,AH19G045_S176_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G045_S176_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G045_S176_L002_R2_001.fastq.gz,19-196-2763,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/eb11f60e-52ed-43e6-a6ae-fe79ba027206/0_G8,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,69
AH19G051,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G9,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G051_S177_L002_R1_001.fastq.gz,AH19G051_S177_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G051_S177_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G051_S177_L002_R2_001.fastq.gz,19-199-0886,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/dcf0cb9c-bbc9-4043-9cf9-3a0a824caff5/0_G9,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,131
AH19G055,Escherichia coli,Oct18_Sep21,Yes Updated,No,211111-1138-1011022398,G10,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G055_S178_L002_R1_001.fastq.gz,AH19G055_S178_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G055_S178_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G055_S178_L002_R2_001.fastq.gz,19-202-0968,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/6e94417f-79a8-4318-998f-246cc67eb88e/0_G10,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,127
AH19G056,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G11,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G056_S179_L002_R1_001.fastq.gz,AH19G056_S179_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G056_S179_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G056_S179_L002_R2_001.fastq.gz,19-202-1309,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/9a093519-e105-41e6-ad96-e0abd2fb8c9e/0_G11,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,38
AH19G061,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,G12,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G061_S180_L002_R1_001.fastq.gz,AH19G061_S180_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G061_S180_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G061_S180_L002_R2_001.fastq.gz,19-203-2703,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/5bf49a2a-4a21-4a25-bf16-ee9bd662576c/0_G12,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,95
AH19G062,Escherichia coli,Oct18_Sep21,Yes Updated,No,211111-1138-1011022398,H1,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G062_S181_L002_R1_001.fastq.gz,AH19G062_S181_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G062_S181_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G062_S181_L002_R2_001.fastq.gz,19-203-2875,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/ce6bce77-472d-461d-a694-1c6e99f85237/0_H1,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,73
AH19G065,Escherichia coli,Oct18_Sep21,Yes,No,211111-1138-1011022398,H2,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3,Yes,Alfred,AH19G065_S182_L002_R1_001.fastq.gz,AH19G065_S182_L002_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G065_S182_L002_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_220125_SuperbugAi_novaseq3/AH19G065_S182_L002_R2_001.fastq.gz,19-206-2633,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/98bde7cb-038f-4433-8c0f-5c4d3e6b7615/bf003b26-656f-4859-899b-1648dacb3548/0_H2,98bde7cb-038f-4433-8c0f-5c4d3e6b7615,1193
